100	10	19	2	10	4	10	1	1.5	1.5	0.118	0.426	0.057	0.334	0.336	0.026	208.363	241.885	18.499
100	10	20	2	10	4	10	1	1.5	1.5	0.098	0.423	0.044	0.342	0.345	0.02	208.377	241.699	18.256
100	10	20	2	10	4	10	1	1.5	1.4	0.114	0.528	0.082	0.454	0.459	0.043	153.077	175.913	16.169
100	10	20	2	10	4	10	1	1.5	1.5999999999999999	0.093	0.308	0.034	0.232	0.236	0.008	189.455	219.51	14.553
100	10	20	2	10	4	10	1	1.5	1.7999999999999998	0.043	0.107	0.017	0.074	0.075	0.0	134.34	156.764	8.588
100	10	20	2	10	4	10	1	1.5	1.9999999999999998	0.015	0.04	0.006	0.031	0.031	0.0	136.185	158.127	7.97
100	10	20	2	10	4	10	1	1.5	1.2	0.082	0.74	0.102	0.668	0.679	0.062	54.39	62.473	9.621
100	10	7	2	10	4	10	true	1.5	1.5	0.12	0.443	0.157	0.382	0.39	0.089	209.569	241.809	19.615
100	10	6	2	10	4	10	true	1.5	1.5	0.128	0.444	0.153	0.379	0.385	0.099	218.37	252.283	19.705
100	10	5	2	10	4	10	true	1.5	1.5	0.139	0.439	0.166	0.375	0.381	0.097	213.855	249.172	19.618
100	10	4	2	10	4	10	true	1.5	1.5	0.142	0.44	0.18	0.377	0.383	0.118	219.028	254.994	19.522
100	10	3	2	10	4	10	true	1.5	1.5	0.123	0.42	0.199	0.385	0.394	0.14	216.079	248.03	19.134
100	10	2	2	10	4	10	true	1.5	1.5	0.132	0.44	0.197	0.404	0.41	0.141	210.151	243.225	20.018
100	10	1	2	10	4	10	true	1.5	1.5	0.134	0.446	0.234	0.418	0.427	0.17	207.17	237.125	19.606
100	10	0	2	10	4	10	true	1.5	1.5	0.151	0.289	0.488	0.273	0.282	0.446	267.31	308.697	13.015
100	10	8	2	10	4	10	true	1.5	1.5	0.107	0.437	0.139	0.352	0.359	0.084	262.899	306.084	23.171
100	10	10	2	10	4	10	true	1.5	1.5	0.115	0.477	0.118	0.4	0.404	0.067	247.766	284.575	24.049
100	10	11	2	10	4	10	true	1.5	1.5	0.122	0.467	0.115	0.386	0.389	0.067	247.102	290.94	23.496
100	10	9	2	10	4	10	true	1.5	1.5	0.144	0.423	0.14	0.339	0.345	0.072	271.51	314.193	24.194
100	10	12	2	10	4	10	true	1.5	1.5	0.112	0.454	0.095	0.374	0.376	0.047	257.323	299.355	25.049
100	10	13	2	10	4	10	true	1.5	1.5	0.127	0.428	0.086	0.349	0.352	0.047	265.921	309.83	24.291
100	10	14	2	10	4	10	true	1.5	1.5	0.118	0.432	0.084	0.357	0.358	0.039	260.881	301.562	24.59
100	10	15	2	10	4	10	true	1.5	1.5	0.105	0.43	0.071	0.339	0.342	0.029	269.581	312.657	24.741
100	10	16	2	10	4	10	true	1.5	1.5	0.109	0.444	0.069	0.372	0.372	0.03	254.621	298.117	24.757
100	10	18	2	10	4	10	true	1.5	1.5	0.103	0.436	0.057	0.345	0.35	0.026	265.711	308.924	25.405
100	10	17	2	10	4	10	true	1.5	1.5	0.1	0.436	0.052	0.357	0.359	0.03	261.448	307.078	24.951
100	10	19	2	10	4	10	true	1.5	1.5	0.105	0.415	0.044	0.328	0.328	0.015	275.719	322.609	25.41
100	10	20	2	10	4	10	true	1.5	1.5	0.102	0.399	0.048	0.302	0.302	0.014	285.333	333.923	25.484
100	10	20	2	10	4	10	true	1.5	1.4000000000000001	0.091	0.511	0.085	0.42	0.424	0.045	235.386	274.511	25.153
100	10	20	2	10	4	10	true	1.5	1.3	0.097	0.66	0.096	0.585	0.594	0.055	165.732	191.262	24.691
100	10	20	2	10	4	10	true	1.5	1.5000000000000002	0.114	0.409	0.046	0.327	0.328	0.011	278.929	326.48	26.098
100	10	20	2	10	4	10	true	1.5	1.7000000000000004	0.082	0.176	0.017	0.122	0.122	0.002	381.399	443.745	26.601
100	10	20	2	10	4	10	true	1.5	1.6000000000000003	0.087	0.278	0.037	0.221	0.222	0.005	332.498	383.034	27.399
100	10	20	2	10	4	10	true	1.5	1.8000000000000005	0.049	0.114	0.015	0.069	0.069	0.001	405.963	474.074	27.243
100	10	20	2	10	4	10	true	1.5	1.9000000000000006	0.042	0.079	0.007	0.056	0.057	0.0	420.717	487.335	26.952
100	10	20	2	10	4	10	true	1.2	1.5	0.14	0.229	0.371	0.164	0.168	0.27	246.62	296.203	16.87
100	10	20	2	10	4	10	true	1.5	2.0000000000000004	0.023	0.031	0.005	0.02	0.02	0.0	445.59	515.824	27.399
100	10	20	2	10	4	10	true	1.5	1.2	0.089	0.74	0.11	0.679	0.689	0.074	126.563	145.358	23.857
100	10	20	2	10	4	10	true	1.3	1.5	0.111	0.308	0.181	0.239	0.24	0.11	252.657	300.155	20.867
100	10	20	2	10	4	10	true	1.4000000000000001	1.5	0.118	0.369	0.097	0.296	0.298	0.055	262.102	311.35	23.091
100	10	20	2	10	4	10	true	1.5000000000000002	1.5	0.1	0.436	0.046	0.343	0.346	0.012	276.106	322.275	26.422
100	10	20	2	10	4	10	true	1.6000000000000003	1.5	0.096	0.452	0.037	0.363	0.363	0.01	293.093	339.002	27.476
100	10	20	2	10	4	10	true	1.7000000000000004	1.5	0.079	0.437	0.03	0.351	0.351	0.001	329.693	378.079	30.12
100	10	20	2	21	4	10	true	1.5	1.5	0.023	0.883	0.01	0.789	0.791	0.001	21.927	29.695	12.758
100	10	20	2	16	4	10	true	1.5	1.5	0.055	0.733	0.044	0.641	0.643	0.017	60.777	78.979	16.579
100	10	20	2	10	4	10	true	1.8000000000000005	1.5	0.071	0.458	0.022	0.377	0.377	0.0	356.133	406.225	31.675
100	10	20	2	31	4	10	true	1.5	1.5	0.005	0.963	0.0	0.931	0.933	0.0	3.287	4.854	8.621
100	10	20	2	26	4	10	true	1.5	1.5	0.01	0.952	0.002	0.89	0.891	0.0	7.408	10.621	10.066
100	10	20	2	11	4	10	true	1.5	1.5	0.091	0.508	0.069	0.429	0.434	0.026	199.968	235.144	25.203
100	10	20	2	46	4	10	true	1.5	1.5	0.0	1.0	0.0	0.996	0.996	0.0	0.086	0.148	6.014
100	10	20	2	36	4	10	true	1.5	1.5	0.001	0.996	0.001	0.982	0.982	0.0	0.697	1.093	7.593
100	10	20	2	10	4	10	true	1.9000000000000006	1.5	0.073	0.44	0.03	0.345	0.347	0.0	401.255	455.401	33.99
100	10	20	2	41	4	10	true	1.5	1.5	0.0	0.998	0.0	0.997	0.997	0.0	0.093	0.142	6.72
100	10	20	2	51	4	10	true	1.5	1.5	0.0	1.0	0.0	0.992	0.992	0.0	0.156	0.265	5.238
100	10	20	2	66	4	10	true	1.5	1.5	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	4.17
100	10	20	2	61	4	10	true	1.5	1.5	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	4.579
100	10	20	2	56	4	10	true	1.5	1.5	0.0	1.0	0.0	0.999	0.999	0.0	0.021	0.032	4.901
100	10	20	2	71	4	10	true	1.5	1.5	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	4.088
100	10	20	2	76	4	10	true	1.5	1.5	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	3.639
100	10	20	2	86	4	10	true	1.5	1.5	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	2.721
100	10	20	2	81	4	10	true	1.5	1.5	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	2.713
100	10	20	2	91	4	10	true	1.5	1.5	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	2.455
100	10	20	2	96	4	10	true	1.5	1.5	0.0	1.0	0.0	0.994	0.994	0.0	0.019	0.045	2.219
100	10	20	2	10	4	10	true	2.0000000000000004	1.5	0.057	0.452	0.03	0.353	0.354	0.0	404.155	457.423	33.089
100	10	20	2	6	4	10	true	1.5	1.5	0.007	0.017	0.001	0.009	0.009	0.0	673.537	736.526	27.594
100	10	20	2	1	4	10	true	1.5	1.5	0.0	0.027	0.0	0.027	0.027	0.0	5285.474	5354.461	38.082
