100	10	7	2	10	4	10	1	1.5	1.5	0.122	0.431	0.153	0.357	0.361	0.083	187.568	216.917	16.179
100	10	6	2	10	4	10	1	1.5	1.5	0.117	0.427	0.142	0.356	0.363	0.099	190.354	217.161	15.702
100	10	5	2	10	4	10	1	1.5	1.5	0.122	0.452	0.164	0.379	0.384	0.106	186.911	213.717	16.189
100	10	4	2	10	4	10	1	1.5	1.5	0.128	0.436	0.172	0.388	0.393	0.104	180.339	208.691	15.906
100	10	3	2	10	4	10	1	1.5	1.5	0.118	0.442	0.193	0.411	0.416	0.12	176.097	200.974	16.119
100	10	2	2	10	4	10	1	1.5	1.5	0.139	0.417	0.215	0.389	0.399	0.147	180.23	206.129	15.554
100	10	1	2	10	4	10	1	1.5	1.5	0.13	0.431	0.257	0.403	0.412	0.198	178.989	203.926	14.573
100	10	0	2	10	4	10	1	1.5	1.5	0.151	0.301	0.447	0.283	0.293	0.409	217.347	247.369	10.929
100	10	9	2	10	4	10	1	1.5	1.5	0.109	0.457	0.119	0.375	0.379	0.07	198.349	228.883	17.6
100	10	10	2	10	4	10	1	1.5	1.5	0.125	0.427	0.121	0.366	0.372	0.076	201.497	233.122	17.448
100	10	8	2	10	4	10	1	1.5	1.5	0.115	0.438	0.132	0.348	0.352	0.073	209.595	239.514	18.105
100	10	11	2	10	4	10	1	1.5	1.5	0.108	0.456	0.096	0.366	0.368	0.054	203.504	234.574	17.447
100	10	12	2	10	4	10	1	1.5	1.5	0.108	0.445	0.091	0.352	0.358	0.054	207.06	236.769	17.791
100	10	13	2	10	4	10	1	1.5	1.5	0.132	0.452	0.107	0.37	0.371	0.05	197.914	230.377	17.485
100	10	14	2	10	4	10	1	1.5	1.5	0.113	0.436	0.099	0.345	0.35	0.049	206.123	238.112	17.524
100	10	15	2	10	4	10	1	1.5	1.5	0.108	0.438	0.093	0.367	0.37	0.043	199.02	229.221	18.051
100	10	16	2	10	4	10	1	1.5	1.5	0.096	0.444	0.066	0.373	0.376	0.031	196.973	229.407	17.556
100	10	18	2	10	4	10	1	1.5	1.5	0.104	0.418	0.059	0.327	0.328	0.019	213.148	247.659	18.237
100	10	17	2	10	4	10	1	1.5	1.5	0.101	0.412	0.061	0.325	0.326	0.024	214.349	248.926	17.963
