100	10	6	2	10	4	10	1	1.5	1.5	0.111	0.445	0.153	0.375	0.378	0.096	182.404	210.883	15.905
100	10	7	2	10	4	10	1	1.5	1.5	0.132	0.442	0.151	0.369	0.374	0.089	185.581	214.027	16.499
100	10	5	2	10	4	10	1	1.5	1.5	0.112	0.451	0.172	0.394	0.4	0.106	180.624	207.456	16.182
100	10	4	2	10	4	10	1	1.5	1.5	0.116	0.448	0.157	0.391	0.397	0.098	180.899	210.956	15.993
100	10	3	2	10	4	10	1	1.5	1.5	0.134	0.439	0.211	0.389	0.397	0.137	182.522	207.264	15.886
100	10	2	2	10	4	10	1	1.5	1.5	0.134	0.432	0.222	0.393	0.402	0.147	184.71	210.95	15.446
100	10	1	2	10	4	10	1	1.5	1.5	0.133	0.45	0.21	0.432	0.445	0.157	171.34	193.656	16.001
100	10	0	2	10	4	10	1	1.5	1.5	0.158	0.308	0.465	0.29	0.298	0.421	231.208	260.582	11.329
100	10	8	2	10	4	10	1	1.5	1.5	0.127	0.441	0.134	0.368	0.373	0.078	231.378	266.46	20.129
100	10	9	2	10	4	10	1	1.5	1.5	0.107	0.465	0.125	0.379	0.381	0.071	226.215	265.341	20.185
100	10	10	2	10	4	10	1	1.5	1.5	0.121	0.416	0.118	0.337	0.343	0.071	240.439	275.768	19.761
100	10	11	2	10	4	10	1	1.5	1.5	0.123	0.42	0.111	0.35	0.354	0.058	237.683	274.626	20.601
100	10	12	2	10	4	10	1	1.5	1.5	0.116	0.456	0.1	0.372	0.379	0.055	227.433	260.65	20.496
100	10	13	2	10	4	10	1	1.5	1.5	0.102	0.436	0.079	0.363	0.366	0.042	233.152	268.768	20.749
100	10	14	2	10	4	10	1	1.5	1.5	0.111	0.447	0.093	0.366	0.369	0.048	230.283	265.88	20.775
100	10	15	2	10	4	10	1	1.5	1.5	0.101	0.423	0.084	0.34	0.345	0.038	237.813	274.817	20.554
100	10	16	2	10	4	10	1	1.5	1.5	0.097	0.451	0.065	0.368	0.372	0.029	227.616	264.59	20.779
100	10	17	2	10	4	10	1	1.5	1.5	0.109	0.42	0.06	0.349	0.353	0.018	232.982	266.615	21.07
100	10	18	2	10	4	10	1	1.5	1.5	0.121	0.43	0.06	0.346	0.349	0.022	236.272	274.321	21.01
100	10	19	2	10	4	10	1	1.5	1.5	0.101	0.425	0.057	0.336	0.337	0.018	238.84	278.192	20.801
100	10	20	2	10	4	10	1	1.5	1.5	0.103	0.413	0.055	0.332	0.333	0.021	242.726	280.277	20.734
100	10	20	2	10	4	10	1	1.5	1.3	0.1	0.659	0.095	0.569	0.575	0.066	151.415	173.853	20.023
100	10	20	2	10	4	10	1	1.5	1.4000000000000001	0.095	0.542	0.081	0.453	0.457	0.049	195.347	223.582	20.801
100	10	20	2	10	4	10	1	1.5	1.6000000000000003	0.103	0.276	0.037	0.205	0.207	0.007	294.969	336.092	21.413
100	10	20	2	10	4	10	1	1.5	1.5000000000000002	0.103	0.415	0.047	0.331	0.331	0.02	244.185	282.939	21.948
100	10	20	2	10	4	10	1	1.5	1.7000000000000004	0.06	0.178	0.02	0.121	0.121	0.0	330.376	378.755	21.651
100	10	20	2	10	4	10	1	1.5	1.8000000000000005	0.048	0.106	0.017	0.071	0.071	0.002	352.265	406.795	21.5
100	10	20	2	10	4	10	1	1.5	1.9000000000000006	0.04	0.073	0.006	0.048	0.048	0.0	371.541	426.122	21.834
100	10	20	2	10	4	10	1	1.5	2.0000000000000004	0.02	0.034	0.004	0.019	0.019	0.0	386.019	445.912	21.937
100	10	20	2	10	4	10	1	1.1	1.5	0.185	0.104	0.685	0.086	0.091	0.583	197.443	239.767	7.026
